100.000000 100.000000 100.000000 1.000000 1.000000 
100.391851 99.668669 99.833282 1.005273 0.999614 
101.888496 99.375004 98.994685 1.010781 0.978847 
99.511541 99.860523 99.062257 1.010825 0.970246 
98.860724 100.198795 97.488377 1.006305 0.970049 
99.162825 99.779907 94.925653 1.015470 0.948428 
100.488124 100.025481 95.509761 0.991989 0.954630 
101.450763 100.931174 97.211339 0.987248 0.973742 
99.041056 99.329194 100.140940 1.002083 0.954035 
99.747226 100.368628 100.909844 1.030723 0.948211 
100.343039 99.296498 101.828657 1.031988 0.935861 
99.686799 97.488216 101.738705 1.010369 0.924006 
98.533624 95.595267 103.354858 1.013150 0.933062 
97.595962 95.370147 103.452715 1.029952 0.927637 
97.103140 96.096051 101.328783 1.042893 0.936499 
98.805071 96.041728 100.736479 1.040841 0.925720 
98.703238 96.100390 102.827485 1.066972 0.917110 
101.321523 95.293194 101.481388 1.049449 0.926907 
101.988326 95.596167 101.312906 1.064108 0.910714 
101.546993 95.326792 101.305447 1.067796 0.902930 
101.053318 96.282594 102.108894 1.065036 0.914116 
102.356134 98.249760 101.674832 1.064518 0.903749 
104.418501 99.223549 103.684707 1.071396 0.900945 
107.061168 99.781749 104.195576 1.098339 0.909815 
106.799788 99.292874 104.719373 1.091415 0.898145 
107.150799 103.263729 103.245097 1.109558 0.917119 
105.420234 103.455075 102.475030 1.069652 0.909960 
104.483549 103.402290 101.523287 1.051057 0.895826 
104.493052 103.147053 101.583529 1.052314 0.885281 
105.492495 103.428392 102.616644 1.061271 0.887604 
105.367910 103.868222 102.022303 1.075781 0.878176 
106.732105 103.590163 103.431474 1.084596 0.888188 
108.359688 104.884048 105.260435 1.096979 0.889914 
109.120058 107.801424 103.583388 1.094269 0.893334 
109.581378 107.027300 102.099222 1.081944 0.888321 
111.671820 107.132420 102.146942 1.081011 0.907449 
112.965882 107.912927 102.003804 1.082996 0.915345 
114.796840 105.975810 102.884913 1.088306 0.929321 
115.125763 107.596524 102.338647 1.094080 0.921370 
115.132151 108.939912 100.811389 1.105310 0.918242 
116.453369 110.003138 102.456752 1.107428 0.912860 
117.172966 111.413451 103.133697 1.107368 0.913866 
114.718986 108.857531 100.430714 1.107078 0.925131 
114.298650 107.993509 98.861516 1.122648 0.918867 
116.283879 107.533007 98.079780 1.130878 0.920910 
117.695419 108.335223 97.602195 1.141931 0.927530 
118.182562 108.747090 98.217236 1.145645 0.930725 
121.594447 110.032512 99.761697 1.165343 0.937097 
121.618341 109.855235 97.957865 1.178389 0.942899 
118.487047 113.333044 97.479169 1.158611 0.928238 
118.855840 113.850015 99.832822 1.141538 0.949848 
119.404652 111.242289 99.960777 1.136620 0.935700 
121.076228 110.538208 100.166037 1.127098 0.946296 
121.258924 109.423338 101.258936 1.112117 0.954514 
122.398280 109.545884 101.779844 1.124261 0.964861 
122.530985 110.936481 99.935837 1.129519 0.964604 
120.967976 111.277979 101.884325 1.146800 0.940604 
121.455079 111.912819 103.189446 1.172635 0.954038 
120.485156 111.656303 102.411330 1.163111 0.954844 
120.527110 113.391901 100.843017 1.177319 0.957976 
119.575414 116.045836 100.024302 1.175600 0.944060 
118.320727 116.730408 96.848463 1.148329 0.921355 
120.268725 115.923362 97.906604 1.152373 0.920765 
